radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
154.388481,0.498,19.914321,0.491,16.91,0.134,1,18.362,0.29,1,NA,NA,0,17.624,0.124,4,16.846,0.158,4,16.481,0.104,2,NA,NA,0,NA,NA,0
154.396414,0.488,19.79792,0.466,16.705,0.111,1,18.138,0.232,1,NA,NA,0,17.699,0.241,4,16.309,0.076,4,15.104,0.062,4,NA,NA,0,NA,NA,0
154.400546,0.387,19.796576,0.373,16.857,0.067,2,17.639,0.248,2,NA,NA,0,17.28,0.189,4,16.517,0.056,4,16.051,0.047,4,NA,NA,0,NA,NA,0
154.403382,0.34,19.898415,0.361,16.002,0.082,5,16.849,0.131,5,NA,NA,0,16.377,0.133,4,15.768,0.046,4,15.482,0.127,4,NA,NA,0,NA,NA,0
154.405686,0.461,19.800032,0.344,15.925,0.029,4,16.954,0.165,4,NA,NA,0,16.414,0.174,5,15.498,0.05,5,15.251,0.115,5,NA,NA,0,NA,NA,0
154.406421,0.421,19.833395,0.341,15.125,0.032,5,15.778,0.105,5,NA,NA,0,15.407,0.109,5,14.979,0.05,5,14.829,0.087,5,NA,NA,0,NA,NA,0
154.407559,0.382,19.849905,0.22,15.109,0.027,5,15.617,0.087,5,NA,NA,0,15.343,0.115,5,14.993,0.09,5,14.818,0.053,5,NA,NA,0,NA,NA,0
154.412971,0.497,19.917475,0.593,NA,NA,0,NA,NA,0,NA,NA,0,17.986,0.213,4,16.611,0.066,4,15.969,0.093,4,NA,NA,0,NA,NA,0
154.428113,0.364,20.038113,0.489,13.737,0.018,3,14.824,0.146,3,NA,NA,0,14.268,0.134,3,13.302,0.01,3,12.94,0.04,3,12.647,0.094,3,NA,NA,0
154.432499,0.212,20.062335,0.261,NA,NA,0,NA,NA,0,NA,NA,0,17.833,0.116,1,17.12,0.147,1,NA,NA,0,NA,NA,0,NA,NA,0
154.43383,0.535,19.699325,0.155,16.391,0.047,3,17.688,0.112,3,NA,NA,0,17.04,0.159,3,15.777,0.001,3,15.208,0.092,3,NA,NA,0,NA,NA,0
154.43835,0.498,19.699673,0.221,NA,NA,0,NA,NA,0,NA,NA,0,17.934,0.194,2,16.542,0.017,2,15.604,0.114,2,NA,NA,0,NA,NA,0
154.440244,0.348,20.003465,0.15,7.9,0.2,3,9.543,0.133,3,NA,NA,0,8.815,0.138,3,7.513,0.011,3,6.769,0.063,3,6.381,0.123,3,NA,NA,0
154.441957,0.563,19.934615,0.255,16.604,0.039,3,17.096,0.151,3,NA,NA,0,16.861,0.155,3,16.483,0.037,3,16.601,0.263,1,NA,NA,0,NA,NA,0
154.44213,0.319,19.844877,0.442,NA,NA,0,NA,NA,0,NA,NA,0,17.862,0.235,3,16.597,0.097,3,16.248,0.058,3,NA,NA,0,NA,NA,0
154.450793,0.399,20.039753,0.407,17.277,0.091,2,17.927,0.078,2,NA,NA,0,17.618,0.132,3,17.369,0.152,3,NA,NA,0,NA,NA,0,NA,NA,0
154.459635,0.957,19.847536,0.181,NA,NA,0,NA,NA,0,NA,NA,0,18.11,0.003,2,16.659,0.023,2,15.655,0.122,2,NA,NA,0,NA,NA,0
154.462705,0.649,20.021073,0.349,16.518,0.005,2,17.46,0.136,2,NA,NA,0,16.965,0.056,1,NA,NA,0,15.691,0.122,1,NA,NA,0,NA,NA,0
154.477277,0.098,19.799226,0.066,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,16.895,0.12,1,16.137,0.168,1,NA,NA,0,NA,NA,0
154.483372,0.282,19.816273,0.241,16.564,0.046,2,17.537,0.072,2,NA,NA,0,16.936,0.017,2,16.219,0.064,2,15.935,0.024,2,NA,NA,0,NA,NA,0
154.486595,0.365,19.838634,0.272,16.683,0.062,2,17.5,0.049,2,NA,NA,0,16.986,0.084,2,16.467,0.026,2,16.211,0.052,2,NA,NA,0,NA,NA,0
154.487656,0.637,20.06677,0.547,17.057,0.023,2,17.663,0.245,2,NA,NA,0,17.237,0.095,2,16.782,0.001,2,16.49,0.215,1,NA,NA,0,NA,NA,0
154.487898,0.738,19.965659,0.415,14.957,0.016,3,15.619,0.432,3,NA,NA,0,15.425,0.022,2,14.638,0.015,2,14.38,0.004,2,NA,NA,0,NA,NA,0
154.494782,0.289,19.656355,0.264,15.942,0.005,2,17.324,0.181,2,NA,NA,0,16.736,0.016,2,15.308,0.01,2,13.838,0.003,2,NA,NA,0,NA,NA,0
154.495262,0.304,19.627003,0.245,16.273,0.136,2,17.13,0.124,2,NA,NA,0,16.701,0.019,2,15.899,0.023,2,15.596,0.046,2,NA,NA,0,NA,NA,0
154.499042,0.465,20.151483,0.352,17.507,0.202,1,17.872,0.183,1,NA,NA,0,17.737,0.106,1,17.03,0.137,1,NA,NA,0,NA,NA,0,NA,NA,0
154.506121,0.147,20.035544,0.19,13.392,0.015,3,13.847,0.384,3,NA,NA,0,13.816,0.44,3,13.219,0.007,2,12.893,0.373,3,13.134,0.149,3,NA,NA,0
154.511965,0.262,19.640348,0.168,15.324,0.036,3,16.101,0.408,3,NA,NA,0,15.803,0.018,2,14.951,0.025,2,14.64,0.015,2,NA,NA,0,NA,NA,0
154.515527,0.341,20.162713,0.712,NA,NA,0,NA,NA,0,NA,NA,0,17.966,0.2,1,17.307,0.21,1,NA,NA,0,NA,NA,0,NA,NA,0
154.517947,0.295,20.0901,0.307,15.95,0.138,2,17.704,0.187,2,NA,NA,0,16.752,0.018,2,15.415,0.003,2,14.088,0.008,2,NA,NA,0,NA,NA,0
154.518054,0.262,19.795623,0.166,15.526,0.023,3,15.946,0.434,3,NA,NA,0,15.89,0.014,2,15.305,0.026,2,15.131,0.085,2,NA,NA,0,NA,NA,0
154.51836,0.241,19.616511,0.243,12.696,0.024,3,13.096,0.39,3,NA,NA,0,13.296,0.421,3,12.523,0.001,2,12.293,0.348,3,12.316,0.124,3,NA,NA,0
154.519352,0.195,19.590159,0.221,12.562,0.023,3,12.96,0.406,3,NA,NA,0,13.144,0.394,3,12.378,0.004,2,12.128,0.309,3,12.083,0.082,3,NA,NA,0
154.52026,0.525,20.000228,0.403,16.632,0.027,2,17.783,0.011,2,NA,NA,0,17.276,0.111,2,16.199,0.062,2,15.749,0.008,2,NA,NA,0,NA,NA,0
154.520282,0.326,19.889159,0.512,13.94,0.025,3,14.522,0.389,3,NA,NA,0,14.551,0.468,3,13.268,0.575,3,13.241,0.38,3,13.17,0.041,3,NA,NA,0
154.524328,0.316,19.904668,0.533,15.864,0.054,1,16.883,0.102,1,NA,NA,0,16.295,0.041,1,15.525,0.041,1,15.097,0.07,1,NA,NA,0,NA,NA,0
154.527047,0.243,20.043644,0.445,17.061,0.06,2,17.775,0.135,2,NA,NA,0,17.475,0.005,2,16.921,0.143,2,NA,NA,0,NA,NA,0,NA,NA,0
154.527564,0.417,19.90459,0.419,15.832,0.026,2,16.731,0.087,1,NA,NA,0,16.108,0.035,1,15.685,0.045,1,15.379,0.088,1,NA,NA,0,NA,NA,0
154.529536,0.307,19.797231,0.157,15.983,0.03,2,17.027,0.014,2,NA,NA,0,16.478,0.014,2,15.657,0.006,2,15.373,0.044,2,NA,NA,0,NA,NA,0
154.529612,0.473,19.52052,0.414,15.067,0.02,3,15.555,0.434,3,NA,NA,0,15.431,0.01,2,14.784,0.018,2,14.487,0.023,2,NA,NA,0,NA,NA,0
154.530047,0.212,19.774104,0.145,16.486,0.016,2,17.353,0.045,2,NA,NA,0,16.9,0.005,2,16.218,0.061,2,15.988,0.138,1,NA,NA,0,NA,NA,0
154.530987,0.313,19.878782,0.412,16.737,0.009,2,17.203,0.117,2,NA,NA,0,17.142,0.076,2,16.576,0.072,2,16.635,0.026,2,NA,NA,0,NA,NA,0
154.535206,0.96,20.040201,0.161,NA,NA,0,NA,NA,0,NA,NA,0,18.517,0.206,1,16.989,0.134,1,15.739,0.127,1,NA,NA,0,NA,NA,0
154.537052,0.333,19.746556,0.148,16.05,0.019,2,16.768,0.117,2,NA,NA,0,16.361,0.043,2,15.873,0.017,2,15.775,0.002,2,NA,NA,0,NA,NA,0
154.540299,0.291,19.77325,0.211,16.334,0.064,2,16.998,0.051,2,NA,NA,0,16.72,0.071,2,16.226,0.07,2,16.109,0.059,2,NA,NA,0,NA,NA,0
154.544109,0.418,20.17757,0.277,15.766,0.066,3,16.413,0.295,3,NA,NA,0,16.143,0.03,2,15.633,0.037,2,15.372,0.035,2,NA,NA,0,NA,NA,0
154.549901,0.505,19.756613,0.425,14.992,0.025,3,15.239,0.327,3,NA,NA,0,15.225,0.016,2,14.894,0.041,2,14.784,0.003,2,NA,NA,0,NA,NA,0
154.551413,0.141,19.717387,0.102,9.667,0.157,3,10.401,0.086,5,NA,NA,0,10.122,0.107,5,9.599,0.074,3,9.434,0.091,3,9.392,0.112,3,NA,NA,0
154.553659,0.274,19.596475,0.178,16.734,0.097,1,17.909,0.183,1,NA,NA,0,17.458,0.048,2,16.317,0.023,2,15.98,0.154,2,NA,NA,0,NA,NA,0
154.556838,0.504,19.612047,0.345,17.36,0.167,1,17.803,0.166,1,NA,NA,0,17.424,0.103,2,17.067,0.062,2,NA,NA,0,NA,NA,0,NA,NA,0
154.562044,0.426,19.970729,0.315,16.496,0.022,2,17.099,0.098,2,NA,NA,0,16.8,0.065,2,16.342,0.089,2,16.126,0.029,2,NA,NA,0,NA,NA,0
154.564058,0.281,19.91009,0.169,NA,NA,0,NA,NA,0,NA,NA,0,17.771,0.093,2,16.599,0.091,2,16.013,0.094,2,NA,NA,0,NA,NA,0
154.564801,0.087,20.228655,0.674,NA,NA,0,NA,NA,0,NA,NA,0,17.741,0.166,1,17.365,0.225,1,NA,NA,0,NA,NA,0,NA,NA,0
154.571348,0.489,20.151441,0.413,14.573,0.036,3,15.444,0.419,3,NA,NA,0,15.193,0.399,3,13.808,0.531,3,13.688,0.398,3,13.769,0.241,1,NA,NA,0
154.573047,0.458,20.11653,0.301,14.056,0.035,3,14.653,0.365,3,NA,NA,0,14.506,0.495,3,13.837,0.005,2,13.512,0.422,3,13.582,0.22,2,NA,NA,0
154.575992,0.571,20.092121,0.368,15.682,0.068,3,16.393,0.319,3,NA,NA,0,16.101,0.002,2,15.373,0.006,2,15.17,0.017,2,NA,NA,0,NA,NA,0
154.576407,0.345,19.849421,0.239,15.318,0.034,3,15.656,0.386,3,NA,NA,0,15.574,0.047,2,15.118,0.005,2,15.028,0.05,2,NA,NA,0,NA,NA,0
154.577742,0.118,19.709241,0.311,15.898,0.065,2,17.333,0.097,2,NA,NA,0,16.686,0.016,2,15.215,0.016,2,14.292,0.008,2,NA,NA,0,NA,NA,0
154.579891,0.219,19.574536,0.186,15.991,0.013,3,16.519,0.439,3,NA,NA,0,16.465,0.048,2,15.753,0.043,2,15.441,0.087,2,NA,NA,0,NA,NA,0
154.580716,0.474,19.625967,0.344,13.601,0.024,3,14.077,0.416,3,NA,NA,0,14.11,0.385,3,13.416,0.001,2,13.16,0.349,3,13.16,0.209,3,NA,NA,0
154.582538,0.722,19.535322,0.35,16.763,0.198,2,17.593,0.324,2,NA,NA,0,17.138,0.059,2,16.571,0.013,2,16.148,0.07,2,NA,NA,0,NA,NA,0
154.583457,0.538,20.049624,0.415,16.003,0.015,3,16.581,0.303,3,NA,NA,0,16.347,0.061,2,15.97,0.011,2,15.718,0.116,2,NA,NA,0,NA,NA,0
154.58363,0.592,20.261867,0.361,15.815,0.043,2,17.241,0.046,2,NA,NA,0,16.567,0.06,2,15.505,0.016,2,15.144,0.046,2,NA,NA,0,NA,NA,0
154.583929,0.424,20.022416,0.306,16.597,0.089,1,17.758,0.17,1,NA,NA,0,17.17,0.037,2,16.339,0.088,2,16,0.1,2,NA,NA,0,NA,NA,0
154.591826,0.296,19.928219,0.474,NA,NA,0,NA,NA,0,NA,NA,0,17.083,0.011,2,16.291,0.063,2,15.898,0.135,1,NA,NA,0,NA,NA,0
154.592826,0.464,19.797353,0.698,NA,NA,0,NA,NA,0,NA,NA,0,18.34,0.175,1,17.095,0.141,1,NA,NA,0,NA,NA,0,NA,NA,0
154.59518,0.496,19.92724,0.678,16.204,0.021,3,16.635,0.266,3,NA,NA,0,16.487,0.086,2,16.033,0.024,2,15.705,0.035,2,NA,NA,0,NA,NA,0
154.596046,0.319,19.948943,0.259,16.315,0.042,2,17.456,0.043,2,NA,NA,0,16.731,0.06,2,15.919,0.021,2,15.654,0.017,2,NA,NA,0,NA,NA,0
154.596611,0.417,19.579491,0.458,17.056,0.131,1,18.427,0.277,1,NA,NA,0,17.654,0.044,2,16.969,0.056,2,16.844,0.281,1,NA,NA,0,NA,NA,0
154.598261,0.565,20.260525,0.351,NA,NA,0,NA,NA,0,NA,NA,0,17.268,0.071,1,16.249,0.074,1,15.72,0.124,1,NA,NA,0,NA,NA,0
154.600262,0.31,19.824595,0.326,13.782,0.026,3,14.25,0.361,3,NA,NA,0,14.344,0.552,3,13.134,0.652,3,13.246,0.441,3,13.442,0.179,3,NA,NA,0
154.60056,0.241,19.956526,0.404,16.409,0.032,2,17.605,0.065,2,NA,NA,0,17.083,0.077,2,15.996,0.046,2,15.639,0.048,2,NA,NA,0,NA,NA,0
154.603127,0.668,20.118893,0.701,17.167,0.141,1,17.671,0.157,1,NA,NA,0,17.401,0.101,2,16.686,0.107,2,NA,NA,0,NA,NA,0,NA,NA,0
154.606185,0.619,19.778199,0.284,16.913,0.034,2,17.61,0.066,2,NA,NA,0,17.101,0.288,3,16.456,0.039,3,16.194,0.197,2,NA,NA,0,NA,NA,0
154.606673,0.263,19.809933,0.355,14.852,0.023,3,15.368,0.357,3,NA,NA,0,15.133,0.19,3,14.654,0.066,3,14.449,0.015,3,NA,NA,0,NA,NA,0
154.609623,0.238,19.589755,0.332,NA,NA,0,NA,NA,0,NA,NA,0,17.904,0.011,2,16.867,0.034,2,NA,NA,0,NA,NA,0,NA,NA,0
154.611132,0.251,19.878583,0.161,13.078,0.046,5,13.501,0.278,5,NA,NA,0,13.337,0.493,5,12.87,0.054,4,12.597,0.313,5,12.678,0.114,3,NA,NA,0
154.611291,0.578,20.073838,0.501,15.503,0.022,6,16.514,0.341,6,NA,NA,0,16.085,0.154,5,14.976,0.058,5,14.56,0.069,5,NA,NA,0,NA,NA,0
154.612413,0.494,19.908143,0.679,15.86,0.064,5,16.6,0.248,5,NA,NA,0,16.186,0.18,5,15.604,0.046,5,15.257,0.06,5,NA,NA,0,NA,NA,0
154.612803,0.479,19.548923,0.397,16.671,0.093,1,18.492,0.305,1,NA,NA,0,17.673,0.068,2,16.267,0.034,2,15.541,0.081,2,NA,NA,0,NA,NA,0
154.613761,0.224,20.273399,0.111,11.267,0.145,7,12.634,0.325,6,NA,NA,0,12.09,0.449,6,10.824,0.046,8,10.307,0.047,8,10.08,0.165,3,NA,NA,0
154.618672,0.445,19.990995,0.766,NA,NA,0,NA,NA,0,NA,NA,0,18.107,0.217,2,17.043,0.082,2,NA,NA,0,NA,NA,0,NA,NA,0
154.621475,0.407,20.142752,0.336,14.865,0.044,6,15.569,0.244,6,NA,NA,0,15.227,0.148,5,14.513,0.061,5,14.24,0.058,5,NA,NA,0,NA,NA,0
154.625875,0.272,19.57973,0.397,16.178,0.058,3,16.877,0.076,3,NA,NA,0,16.424,0.207,4,15.889,0.07,4,15.792,0.088,4,NA,NA,0,NA,NA,0
154.629818,0.481,19.540387,0.345,16.883,0.093,2,17.356,0.12,2,NA,NA,0,16.941,0.187,5,16.594,0.242,5,16.37,0.188,4,NA,NA,0,NA,NA,0
154.630103,0.598,20.19568,0.608,16.208,0.134,5,16.695,0.148,5,NA,NA,0,16.412,0.119,5,16.099,0.07,5,15.945,0.157,5,NA,NA,0,NA,NA,0
154.630229,0.557,19.728425,0.737,16.511,0.024,2,17.528,0.012,2,NA,NA,0,17,0.129,4,16.159,0.085,4,15.754,0.071,4,NA,NA,0,NA,NA,0
154.630498,0.437,19.73294,0.43,16.535,0.084,2,17.15,0.206,2,NA,NA,0,17.003,0.107,2,16.219,0.024,2,16.033,0.145,2,NA,NA,0,NA,NA,0
154.634203,0.689,19.999872,0.723,NA,NA,0,NA,NA,0,NA,NA,0,17.912,0.046,2,17.162,0.179,2,16.115,0.192,1,NA,NA,0,NA,NA,0
154.637411,0.335,19.491306,0.313,14.559,0.045,6,15.212,0.226,6,NA,NA,0,15.054,0.444,6,14.287,0.064,5,14.028,0.274,6,NA,NA,0,NA,NA,0
154.640901,0.398,20.039481,0.647,15.324,0.067,6,16.384,0.296,6,NA,NA,0,15.869,0.074,5,14.776,0.039,5,14.322,0.054,5,NA,NA,0,NA,NA,0
154.641204,0.218,20.233872,0.112,10.339,0.102,9,10.799,0.21,8,NA,NA,0,10.657,0.383,9,10.229,0.043,8,10.143,0.06,8,10.173,0.163,3,NA,NA,0
154.643483,0.716,19.672177,0.548,NA,NA,0,NA,NA,0,NA,NA,0,18.078,0.143,1,16.854,0.114,1,16.766,0.273,1,NA,NA,0,NA,NA,0
154.646116,0.324,19.501886,0.356,15.719,0.073,6,16.061,0.322,6,NA,NA,0,15.842,0.187,5,15.518,0.083,5,15.392,0.083,5,NA,NA,0,NA,NA,0
154.648637,0.514,19.534287,0.502,16.324,0.003,2,17.545,0.15,2,NA,NA,0,16.919,0.198,3,15.974,0.019,3,15.507,0.01,3,NA,NA,0,NA,NA,0
154.656976,0.55,20.230465,0.516,NA,NA,0,NA,NA,0,NA,NA,0,17.314,0.256,5,15.874,0.047,5,15.131,0.092,5,NA,NA,0,NA,NA,0
154.66194,0.178,19.963241,0.178,12.94,0.04,6,13.623,0.257,6,NA,NA,0,13.352,0.45,6,12.69,0.047,5,12.379,0.299,6,12.488,0.152,3,NA,NA,0
154.66204,0.299,19.744598,0.415,NA,NA,0,NA,NA,0,NA,NA,0,18.56,0.224,1,17.623,0.226,1,NA,NA,0,NA,NA,0,NA,NA,0
154.664188,0.492,19.895238,0.433,15.276,0.064,6,15.78,0.232,6,NA,NA,0,15.544,0.149,5,15.116,0.064,5,14.994,0.055,5,NA,NA,0,NA,NA,0
154.665587,0.7,20.06863,0.415,16.648,0.059,2,17.22,0.043,2,NA,NA,0,16.816,0.209,4,16.423,0.093,5,16.115,0.235,3,NA,NA,0,NA,NA,0
154.665814,0.736,20.261997,0.659,16.104,0.092,6,16.835,0.229,6,NA,NA,0,16.512,0.153,5,15.719,0.025,5,15.326,0.171,5,NA,NA,0,NA,NA,0
154.668883,0.716,19.667521,0.297,NA,NA,0,NA,NA,0,NA,NA,0,17.788,0.109,1,16.867,0.106,1,16.341,0.19,1,NA,NA,0,NA,NA,0
154.675215,0.398,19.920303,0.333,13.749,0.037,6,14.245,0.268,6,NA,NA,0,14.054,0.422,6,13.547,0.063,5,13.329,0.288,6,13.416,0.216,3,NA,NA,0
154.677014,0.473,19.706402,0.569,NA,NA,0,NA,NA,0,NA,NA,0,18.371,0.035,2,16.88,0.077,2,15.604,0.178,2,NA,NA,0,NA,NA,0
154.678566,0.715,19.687773,0.341,16.62,0.087,1,17.717,0.152,1,NA,NA,0,17.123,0.254,4,16.262,0.038,4,15.83,0.103,4,NA,NA,0,NA,NA,0
154.680927,0.234,19.645826,0.41,NA,NA,0,NA,NA,0,NA,NA,0,18.044,0.027,2,17.026,0.004,2,16.209,0.214,2,NA,NA,0,NA,NA,0
154.682728,0.335,19.862495,0.365,14.514,0.034,6,14.851,0.222,6,NA,NA,0,14.781,0.493,6,14.38,0.055,5,14.188,0.348,6,NA,NA,0,NA,NA,0
